UserName,ScreenName,Location,TweetAt,OriginalTweet,Sentiment
30012,74964,Ibadan ,2-4-2020,World food prices declined sharply in March driven mostly by demand side contractions linked to the effects of the COVID 19 pandemic due mostly to expectations of economic slowdown as governments roll out restrictions to respond to the health crisis,0
30013,74965,"Florida, USA",2-4-2020, It s not the 1 that are carrying this country on their shoulders   it s retail workers it s grocery store workers it s truck drivers,2
30014,74966,,2-4-2020,"If you suspect a #Coronavirus scam or #pricegouging, please report it to the LADOJ Consumer Protection Hotline at 1-800-351-4889 or fill out a Consumer Dispute Form on our website: https://t.co/bYlqXrjmNT #lalege #lagov #COVID19 

https://t.co/AFNQEvjsXm",0
30015,74967,"Stoneleigh Park, Warwickshire",2-4-2020,"Listen to our latest #podcast where our Market Intelligence analyst Duncan Wyatt answers your questions about what is happening in the #beef &amp; #lamb market place, the effect of the #coronavirus on prices, demand and exports into Europe. Listen now  https://t.co/5yprm8PtJA https://t.co/Vt9DR9u21n",3
30016,74968,"Stoneleigh, Warwickshire",2-4-2020,"The EU-spec SPP rose in the week ending 28 March by 0.24p, to average 163.39p/kg. The supply chain appears to be coping well with #coronavirus as well as the dramatic shift in demand away from #foodservice into supermarkets ?? https://t.co/hu5wleeu9s #porkmarketnews #pigprices https://t.co/EUi7iHqxfU",3
30017,74969,,2-4-2020,@FailsTravel @screwed_by Abta is demanding the government takes strong enforcement action against airlines flouting the law @beisgovuk consumers are demanding you do the same to @ABTAtravel &amp; its members.,3
30018,74970,"New Delhi, India",2-4-2020,Is your supermarket and e commerce site running short of hand Don t panic Here are some simple hacks to make a sanitizer at home,2
30019,74971,,2-4-2020,Well said Facts Medicine is not sanctioned The regime itself is preventing access Regime amp IRGC affiliated entities are hoarding drugs amp other critical medical products that they can then sell at marked up prices for profit,3
30020,74972,"HK, Australia, UK, Toronto",2-4-2020,"IRON ORE US$82.55/t-0.92%. Vale, the world's biggest #ironore producer, has warned that prices will fall as the impact of the #coronavirus pandemic drives the global economy down.  https://t.co/PBFxIsi6H1 https://t.co/BpP3NM4Doy",1
30021,74973,"Rome, Italy",2-4-2020,"COVID-19 &amp; Food Security feature article in this month's AMIS Market Monitor. ""COVID-19 may spare global food markets, but not vulnerable countries: the pandemic poses a serious threat to food security at the local level."" Read more here: https://t.co/ykY4CuGdoZ https://t.co/wh6IFGXl7z",1
30022,74974,Australia,2-4-2020,"AUSTRALIAS stunning housing market rebound is set to end as price growth slowed in March, and prices could fall by as much as 10% by the end of this year, with fears that a drop of 20% could be in play. #houseprices #covid19au #covid19 #coronavirus https://t.co/856lgz5Ix5 https://t.co/a3H1k6SF9b",3
30023,74975,Hong Kong,2-4-2020,"Germanys Biggest Department Store Files for Insolvency, Victim of COVID-19 Collapse. A reflection of the parlous state of concumer demand. https://t.co/mp190DRKCq via @SourcingJournal",0
30024,74976,"Karachi, Pakistan",2-4-2020,"The world could soon run out of space to store oil. That may plunge prices below zero. - Experts



#Oil / #Petrol prices down amid #Coronavirus crisis #COVID?19",0
30025,74977,Nigeria/Ghana/Germany/USA,2-4-2020,"After death of a cashier, French supermarket staff work in fear #?????????????? #Coronavirus #BBB20 https://t.co/tXEIicBsO5 https://t.co/tl4mRMjz0R",0
30026,74978,"Jakarta, Indonesia",2-4-2020,Online shopping has become the norm these days due to #socialdistancing. But manpower and shipping constraints may have impact on timing and delivery. Here are some risks that online shoppers should know. https://t.co/1uLhYBf1eT,1
30027,74979,UK,2-4-2020,"Research analysts #Omdia reports shipments of TVs during Q2 are expected to plunge by almost 10 percent as the #Coronavirus pandemic changes the current face of manufacturing, distribution and consumer shopping. https://t.co/9FajTjUID5  #TVMarket https://t.co/gMvLZYWtrI",2
30028,74980,"Montana, USA",2-4-2020,Cool Update: Eastern Montana Hospital Gets a Special Delivery https://t.co/OarVitupQJ #MTnews #HighwayPatrol #Coronavirus #Whiskey,4
30029,74981,"Portland, OR",2-4-2020,Where many previously hailed slowing growth and the separation of low end versus high end   has given birth to a new category defying expectations and divides Enter the new essentials,3
30030,74982,"Mogadishu, Beledwein , Roaming",2-4-2020,  Great to see this call for   Private sector action   Fair prices on food meds   Lower taxes on food meds Suport to all of these could make a huge difference in the fight against along with the many steps already taken      ,3
30031,74983,,2-4-2020,"Spanish cops bust supermarket 'bar' for breaking virus ban

https://t.co/23DL34FVVK

#AbogadoNews

#Coronavirus

#lockdown https://t.co/2umeNrfXN1",1
30032,74984,México,2-4-2020,"The Impact of COVID-19 on Mexico Energy Prices and Strategies



https://t.co/OkCOm2Xs7K



#COVID19 #Coronavirus #MarketReport #Strategies #EnergyConsultants #AcclaimEnergy",3
30033,74985,"Clearwater, Florida",2-4-2020,"From frequent cleaning and sanitizing to keeping shelves stocked, a store intelligence solution can help keep team members on task.



?https://t.co/2r2yAGJtXr



#COVID19 #COVID?19 #COVID #Coronavirus #Retail #RetailTech #Technology #Tech #TaskManagement https://t.co/Dtm4PCMupG",4
30034,74986,"Warwickshire, United Kingdom ",2-4-2020,"(LONDON) #Coronavirus Finance Report: Surging #oil prices lifted UKs commodity-heavy FTSE 100 on Th ursday, although the mood was fragile as the country saw a record surge in deaths from the #coronavirus #pan demic that threatens https://t.co/EqjgUsT53H https://t.co/vLZroYimKb",1
30035,74987,,2-4-2020,There s almost no one left whose job hasn t been impacted by providing they still even have a job What will be the lasting impact on the industry and the consumer We talk about it on this week s episode,1
30036,74988,London,2-4-2020,Hey Guys I ve got more temp vacancies for Night Shift 2am 8am Online Shopping amp Online Drivers Sainsburys Sydenham Hit me up amp RT,2
30037,74989,NewOhioCaliYorkia,2-4-2020,"This weeks #WTF update:

1) Hospitals ask states to temporarily raise prices

2) Trump hasnt reopened open enrollment for those not covered

3) Hospitals are firing doctors/nurses for speaking out about lack of PPE

4) Trump is speaking about drug cartels

#coronavirus #COVID19",1
30038,74990,"Oakland, CA",2-4-2020,Nice write up of our work at to support access to food assistance in California Beyond meeting surging demand we re seeing the tool provide valuable quantitative and qualitative data to inform policy responses,4
30039,74991,,2-4-2020,COVID 19 outbreak could affect the Poultry supply chain worldwide Presently it affects supply of breeder stock in Nigeria it affects movement of chicks birds and feed and decline on investment This would invariably affect food safety and industrial growth,4
30040,74992,in the middle of a storybook,2-4-2020,Happy Thursday Here Are My In Financial Markets U S Crisis Jobless Claims Spike Dow Futures Jump 400 Points Oil Prices Surge 10 Bond Yields Sink coming soon DIA SPY QQQ CL F,1
30041,74993,Spain-México-Colombia,2-4-2020,"With the world on lockdown, the physical aspect of consumerism, from in-store shopping will change to an online experience for Fashion Retailers? Have a look at our latest post to discover facts&amp;opportunities for the industry?

https://t.co/mn3lztVGh8



#retail #covid19",3
30042,74994,"Los Angeles , CA",2-4-2020,"Retail Innovation in Real-time: Retail During the COVID19 Pandemic

https://t.co/Z2Bnc9waMO

#retail #grocery #supermarket #COVID19 #COVID19Pandemic #supplychain #coronavirus #innovation #technology #solutions #COVID?19 #Covid_19 #Facebook #COVID2019 #retailers #groceryindustry https://t.co/ed839jUSSW",3
30043,74995,"Noida, Uttar Pradesh",2-4-2020,"India's #RealEstate market is likely to see a significant price correction for the first time in a decade as the #coronavirus pandemic stalls businesses... Read more at: https://t.co/qxZOAYRx4T

#Advisorymandi https://t.co/A0bgFcsJYC",3
30044,74996,Global,2-4-2020,The government has used the crisis to push for greater sharing of data from private and public sources Indeed some in fear that some of the gains for consumer in the past two years could be lost,1
30045,74997,Afghanistan,2-4-2020,3 4 recipients were identified by teams on the street days before But today more people showed up than invited there is definitely a high demand for food donations The good news is,4
30046,74998,Your House,2-4-2020,@erigganewmoney When will I get blessed on this Twitter  for this covid 19 lockdow. 0025450557 gtbank  ahmed Adesina. I need to re- stock food,3
30047,74999,Somewhere over the rainbow,2-4-2020,and the Food You Eat Food Safety Consumer Reports,3
30048,75000,Dubai,2-4-2020,"The outlook for Saudi Arabia, UAE, Kuwait, Bahrain, and Qatar banking systems are all changed to negative, says Moodys, due to collapsing oil prices and the #coronavirus pandemic. #OOTT



https://t.co/U1I5JKOMOx",0
30049,75001,Houston,2-4-2020,"Europe chems prices start Q2 on weak footing, stocks down on poor sentiment

#ICIS #coronavirus #COVID19 #Europe #prices #stocks #chemicals #oil #financial #markets https://t.co/aa6LZCTzuU",0
30050,75002,"Minneapolis, MN",2-4-2020,"All the things that make life comfortable during #lockdown #coronavirus electricity, cell phones, cars, fossil fuels, the free flow of oil at market prices, suburbia, all the things the #GreenNewDeal opposes are what we are relying on right now to survive.",4
30051,75003,"San Francisco, CA",2-4-2020,"The supply and demand of empathy: Companies are tweaking commercials to underscore the new financial realities and consumer anxiety, but there's also plenty of tone deaf ads https://t.co/I8rp9m0rvr @claireatki #advertising #marketing #coronavirus #branding #creativity",1
30052,75004,"Bali, Indonesia",2-4-2020,"Isn't this the best food at the moment, when COVID-19 brought down all stock markets in the world.

.

#AldinoDestraPrifti https://t.co/5ffHCwjjVG",4
30053,75005,INDIA,2-4-2020,"@InfoDivPune @mhaisekar1 @MahaDGIPR @Info_Pune @CPPuneCity @sppune @collectorpune1 @Info_Satara @Info_Solapur @OfficeofUT I wonder, b4 #Excise dept sealing 273 liquor shops in #Pune alone, where was #police &amp; #Maharashta  #Govt administration ?



N",1
30054,75006,INDIA,2-4-2020,"@drharshvardhan @RSSorg @BJP4India @KnGupta3 @DrMohanBhagwat @PMOIndia @AmitShah @rammadhavbjp @narendramodi @akshaykumar @DDNewsHindi Now will #BJP

#Govt show guts to #ban mnfrg &amp; distrbtn of #liquor #Gutka #tobacco 

Products.



Saliva spit fr",2
